NO,TANGGAL,JUDUL KONTEN,JENIS KONTEN,KATEGORI DALAM AGSET BUMN,JENIS MEDIA PLAN,AKTUALISASI,MEDIA,Jenis Konten,HIGHLIGHT/CAPTIONS,LINK,CREATOR,PROCESS,KETERANGAN/JENIS KONTEN
,13 Desember 2024,Kini ASABRI Link hadir di wilayah Kalimantan loh..,ASABRI Link,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Kini ASABRI Link hadir di wilayah Kalimantan loh.. Bagi #SobatASABRI yang berdomisili di wilayah Kalimantan, Sobat dapat mengunjungi Kantor Cabang ASABRI Banjarmasin dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya. Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Banjarmasin, Sobat bisa mengunjungi Instagram @asabri_kcbanjarmasin ya. ASABRI Link, lebih dekat melayani Peserta #LayananASABRI #ASABRILink #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7447708999274859792,,Approve Sesper,
,13 Desember 2024,AKSI SEHAT ASABRI Untuk Indonesia,TJSL,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI PT ASABRI (Persero) kembali menunjukkan komitmennya untuk mendukung kesejahteraan peserta melalui kegiatan inspiratif bertajuk ASA untuk Indonesia (Aksi Sehat ASABRI untuk Indonesia). Program yang dilaksanakan dalam rangka memperingati Hari Ibu Tahun 2024 ini merupakan bagian dari inisiatif Tanggung Jawab Sosial dan Lingkungan (TJSL) ini digelar di Sekolah Staf dan Pimpinan Lemdiklat Polri, Bandung. Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini atau #SobatASABRI dapat mengunjungi website resmi ASABRI di www.asabri.co.id ya.. #ProgramTJSLASABRI #ASAuntukIndonesia #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7447804735341612293,,Approve Sesper,
,13 Desember 2024,BERSERI: dimana saja jaringan Kantor Cabang ASABRI,Berseri,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Sekarang memasuki waktunya BERSERI nih.. #BertanyaSeputarASABRI 😊 Tahukah kamu dimana saja jaringan Kantor Cabang ASABRI? Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya… Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau Kantor Cabang ASABRI atau ASABRIlink sesuai wilayah masing-masing ya Sobat… #BertanyaSeputarASABRI #ManfaatProgramASABRI #LayananASABRI #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7447709935024098577,,Approve Sesper,
,13 Desember 2024,Kini ASABRI Link hadir di wilayah Kalimantan Timur dan Utara loh..,ASABRI Link,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Kini ASABRI Link hadir di wilayah Kalimantan Timur dan Utara loh.. Bagi #SobatASABRI yang berdomisili di wilayah Kalimantan Timur dan Utara, Sobat dapat mengunjungi Kantor Cabang ASABRI Balikpapan dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya. Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Balikpapan, Sobat bisa mengunjungi Instagram @asabri_kcbalikpapan ya. ASABRI Link, lebih dekat melayani Peserta #LayananASABRI #ASABRILink #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7447707596510760209,,Approve Sesper,
,12 Desember 2024,Kini ASABRI Link hadir di wilayah Kalimantan Tengah loh..,ASABRI Link,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Kini ASABRI Link hadir di wilayah Kalimantan Tengah loh.. Bagi #SobatASABRI yang berdomisili di wilayah Kalimantan Tengah, Sobat dapat mengunjungi Kantor Cabang ASABRI Palangka Raya dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya. Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Banjarmasin, Sobat bisa mengunjungi Instagram @asabri.palangkara ya. ASABRI Link, lebih dekat melayani Peserta #LayananASABRI #ASABRILink #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7447376385045187847,,Approve Sesper,
,12 Desember 2024,BERSERI: apa itu Tunjangan Orang Tua,Berseri,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Sekarang memasuki waktunya BERSERI nih.. #BertanyaSeputarASABRI 😊 Tahukah kamu apa itu Tunjangan Orang Tua? Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya… Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau Kantor Cabang ASABRI atau ASABRIlink sesuai wilayah masing-masing ya Sobat… #BertanyaSeputarASABRI #ManfaatProgramASABRI #LayananASABRI #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7447377689662573831,,Approve Sesper,
,12 Desember 2024,Kini ASABRI Link hadir di wilayah Kalimantan Barat loh..,ASABRI Link,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Kini ASABRI Link hadir di wilayah Kalimantan Barat loh.. Bagi #SobatASABRI yang berdomisili di wilayah Kalimantan Barat, Sobat dapat mengunjungi Kantor Cabang ASABRI Pontianak dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya. Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Pontianak, Sobat bisa mengunjungi Instagram @asabri_kcpontianak ya. ASABRI Link, lebih dekat melayani Peserta #LayananASABRI #ASABRILink #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7447374441769717000,,Approve Sesper,
,11 Desember 2024,Kini ASABRI Link hadir di wilayah Nusa Tenggara Timur loh..,ASABRI Link,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Kini ASABRI Link hadir di wilayah Nusa Tenggara Timur loh.. Bagi #SobatASABRI yang berdomisili di wilayah Nusa Tenggara Timur, Sobat dapat mengunjungi Kantor Cabang ASABRI Kupang dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya. Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Kupang, Sobat bisa mengunjungi Instagram @asabri_kckupang ya ASABRI Link, lebih dekat melayani Peserta #LayananASABRI #ASABRILink #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7446962698413264135,,Approve Sesper,
,11 Desember 2024,BERSERI: Apa itu Tunjangan Yatim/Piatu dan Tunjangan Yatim-Piatu,Berseri,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Sekarang memasuki waktunya BERSERI nih.. #BertanyaSeputarASABRI 😊 Tahukah kamu Apa itu Tunjangan Yatim/Piatu dan Tunjangan Yatim-Piatu Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya… Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau Kantor Cabang ASABRI atau ASABRIlink sesuai wilayah masing-masing ya Sobat… #BertanyaSeputarASABRI #ManfaatProgramASABRI #LayananASABRI #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7446962192940797192,,Approve Sesper,
,11 Desember 2024,ASABRI telah menghadirkan ASABRI Link di wilayah Cirebon dan sekitarnya loh..,ASABRI Link,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Sebagai salah satu bentuk Layanan ASABRI Untuk Indonesia, ASABRI telah menghadirkan ASABRI Link di wilayah Cirebon dan sekitarnya loh.. Bagi #SobatASABRI yang berdomisili di wilayah Cirebon dan sekitarnya, Sobat dapat mengunjungi Kantor Cabang ASABRI Cirebon dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya. Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Cirebon, Sobat bisa mengunjungi Instagram @asabri_kccirebon ya. ASABRI Link, lebih dekat melayani Peserta #LayananASABRI #ASABRILink #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7446960073122794770,,Approve Sesper,
,10 Desember 2024,Kini ASABRI Link hadir di wilayah Nusa Tenggara Barat loh..,ASABRI Link,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Kini ASABRI Link hadir di wilayah Nusa Tenggara Barat loh.. Bagi #SobatASABRI yang berdomisili di wilayah Nusa Tenggara Barat, Sobat dapat mengunjungi Kantor Cabang ASABRI Mataram dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya. Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Mataram, Sobat bisa mengunjungi Instagram @asabri_kcmataram ya ASABRI Link, lebih dekat melayani Peserta #LayananASABRI #ASABRILink #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7446597314837318920,,Approve Sesper,
,10 Desember 2024,BERSERI: pa saja Hak yang dapat diajukan oleh Ahli Waris apabila Peserta Aktif ASABRI mengalami Gugur/Tewas,Berseri,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Sekarang memasuki waktunya BERSERI nih.. #BertanyaSeputarASABRI 😊 Tahukah kamu apa saja Hak yang dapat diajukan oleh Ahli Waris apabila Peserta Aktif ASABRI mengalami Gugur/Tewas? Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya… Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau Kantor Cabang ASABRI atau ASABRIlink sesuai wilayah masing-masing ya Sobat… #BertanyaSeputarASABRI #ManfaatProgramASABRI #LayananASABRI #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7446596739802451207,,Approve Sesper,
,10 Desember 2024,Kini ASABRI Link hadir di wilayah Bali loh..,ASABRI Link,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Kini ASABRI Link hadir di wilayah Bali loh.. Bagi #SobatASABRI yang berdomisili di wilayah Bali, Sobat dapat mengunjungi Kantor Cabang ASABRI Denpasar dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya. Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Denpasar, Sobat bisa mengunjungi Instagram @asabri_kcdenpasar ya ASABRI Link, lebih dekat melayani Peserta #LayananASABRI #ASABRILink #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7446596284733050130,,Approve Sesper,
,09 Desember 2024,BERSERI:  Apa itu Santunan Risiko Kematian,Berseri,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Sekarang memasuki waktunya BERSERI nih.. #BertanyaSeputarASABRI 😊 Tahukah kamu Apa itu Santunan Risiko Kematian Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya… Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau Kantor Cabang ASABRI atau ASABRIlink sesuai wilayah masing-masing ya Sobat… #BertanyaSeputarASABRI #ManfaatProgramASABRI #LayananASABRI #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7446231287154658578,,Approve Sesper,
,09 Desember 2024,Kini ASABRI Link hadir di wilayah Papua loh..,ASABRI Link,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Kini ASABRI Link hadir di wilayah Papua loh.. Bagi #SobatASABRI yang berdomisili di wilayah Papua, Sobat dapat mengunjungi Kantor Cabang ASABRI Jayapura dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya. Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Jayapura, Sobat bisa mengunjungi Instagram @asabri_kcjayapura ya ASABRI Link, lebih dekat melayani Peserta #LayananASABRI #ASABRILink #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7446230193439608072,,Approve Sesper,
,09 Desember 2024,Hari Anti Korupsi Sedunia (HAKORDIA),Hari Penting,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI dan #InsanASABRI,  Tahukah kamu, Tanggal 9 Desember diperingati sebagai Hari Anti Korupsi Sedunia (HAKORDIA)? Dengan mengusung tema ""Teguhkan Komitmen Berantas Korupsi untuk Indonesia Maju"", peringatan Hari Anti Korupsi Sedunia (HAKORDIA) Tahun 2024 diharapkan dapat menjadi sarana untuk memperkuat dan meneguhkan komitmen dari seluruh Sobat ASABRI dan Insan ASABRI, dalam upaya menciptakan lingkungan Perusahaan yang bersih dan bebas dari Korupsi, yang tentunya berimplikasi pada kontribusi kita bersama demi terwujudnya tujuan pembangunan nasional. Mari bersama kita teguhkan komitmen untuk memberantas Korupsi demi terciptanya Perusahaan yang sehat dan berkontribusi untuk Indonesia Maju! @KPK  #HAKORDIA #Hakordia2024 #KitaBerkualitasKitaHebat #ASABRIUntukIndonesia #BUMNUntukIndonesia",https://www.tiktok.com/@asabri_official/video/7446226195034803461,,Approve Sesper,
,09 Desember 2024,Selamat dan Semangat Hari Senin,Senin Semangat,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Selamat dan Semangat Hari Senin Bangunlah, beraksi, dan jadilah luar biasa. Buat tujuan yang besar dengan keyakinan kita akan mencapainya #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7446224303344848136,,Approve Sesper,
,06 Desember 2024,Kini ASABRI Link hadir di wilayah Papua Barat dan Papua Barat Daya loh..,ASABRI Link,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Kini ASABRI Link hadir di wilayah Papua Barat dan Papua Barat Daya loh.. Bagi #SobatASABRI yang berdomisili di wilayah Papua Barat dan Papua Barat Daya, Sobat dapat mengunjungi Kantor Cabang ASABRI Sorong dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya. Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Sorong, Sobat bisa mengunjungi Instagram @ asabri_kcsorong ya. ASABRI Link, lebih dekat melayani Peserta #LayananASABRI #ASABRILink #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7445120686575701249,,Approve Sesper,
,06 Desember 2024,BERSERI: apa saja Hak yang dapat diajukan oleh Ahli Waris apabila penerima pensiun Warakawuri/Janda/Duda meninggal dunia,Berseri,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Sekarang memasuki waktunya BERSERI nih.. #BertanyaSeputarASABRI 😊 Tahukah kamu apa saja Hak yang dapat diajukan oleh Ahli Waris apabila penerima pensiun Warakawuri/Janda/Duda meninggal dunia? Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya… Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau Kantor Cabang ASABRI atau ASABRIlink sesuai wilayah masing-masing ya Sobat… #BertanyaSeputarASABRI #ManfaatProgramASABRI #LayananASABRI #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7445113569433160961,,Approve Sesper,
,05 Desember 2024,BERSERI: apa saja Hak yang dapat diajukan Ahli Waris apabila Peserta Aktif ASABRI meninggal dunia biasa,Berseri,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Sekarang memasuki waktunya BERSERI nih.. #BertanyaSeputarASABRI 😊 Tahukah kamu apa saja Hak yang dapat diajukan Ahli Waris apabila Peserta Aktif ASABRI meninggal dunia biasa? Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya… Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau Kantor Cabang ASABRI atau ASABRIlink sesuai wilayah masing-masing ya Sobat… #BertanyaSeputarASABRI #ManfaatProgramASABRI #LayananASABRI #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7444742891727064337,,Approve Sesper,
,05 Desember 2024,Kini ASABRI Link hadir di wilayah Maluku Utara loh..,ASABRI Link,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Kini ASABRI Link hadir di wilayah Maluku Utara loh.. Bagi #SobatASABRI yang berdomisili di wilayah Maluku Utara, Sobat dapat mengunjungi Kantor Cabang ASABRI Ternate dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya. Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Ternate, Sobat bisa mengunjungi Instagram @asabri.kcternate ya ASABRI Link, lebih dekat melayani Peserta #LayananASABRI #ASABRILink #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNUntukIndonesia",https://www.tiktok.com/@asabri_official/video/7444741334713355537,,Approve Sesper,
,04 Desember 2024,Kini ASABRI Link hadir di wilayah Maluku loh..,ASABRI Link,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Kini ASABRI Link hadir di wilayah Maluku loh.. Bagi #SobatASABRI yang berdomisili di wilayah Maluku, Sobat dapat mengunjungi Kantor Cabang ASABRI Ambon dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya. Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Ambon, Sobat bisa mengunjungi Instagram @asabri_kcambon ya ASABRI Link, lebih dekat melayani Peserta #LayananASABRI #ASABRILink #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7444399608341515537,,Approve Sesper,
,04 Desember 2024,BERSERI: apa saja Hak yang dapat diajukan apabila Istri/Suami atau Anak dari Peserta ASABRI meninggal dunia,Berseri,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Sekarang memasuki waktunya BERSERI nih.. #BertanyaSeputarASABRI 😊 Tahukah kamu apa saja Hak yang dapat diajukan apabila Istri/Suami atau Anak dari Peserta ASABRI meninggal dunia? Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya… Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau Kantor Cabang ASABRI atau ASABRIlink sesuai wilayah masing-masing ya Sobat… #BertanyaSeputarASABRI #ManfaatProgramASABRI #LayananASABRI #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7444397019591920913,,Approve Sesper,
,04 Desember 2024,"SEKILAS: Kalau #SobatASABRI menemukan pelanggaran, jangan ragu dan laporkan ke Whistleblowing System (WBS) ASABRI.",Sekilas,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Kali ini #SEKILAS informasi kembali hadir loh🤩 #SegmenEdukasidanKolaborasiInfluencerASABRI Kalau #SobatASABRI menemukan pelanggaran, jangan ragu dan laporkan ke Whistleblowing System (WBS) ASABRI. Apakah Sobat sudah tahu apa Itu WBS ASABRI? Untuk informasi lebih lanjut, #SobatASABRI dapat mengunjungi Website ASABRI www.asabri.co.id, Kanal Sosial Media ASABRI, Akun resmi contact center ASABRI, dan Kantor Cabang sesuai wilayah masing-masing ya Sobat.. @erick.thohir @aryamsl @kementerianbumn #WBSASABRI #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7444365748119588113,,Approve Sesper,
,03 Desember 2024,Hari Disabilita Internasional,Hari Besar Nasional,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI, Selamat memperingati Hari Disabilitas Internasional.  Sebuah momentum penting untuk merayakan keberagaman, memperkuat inklusi, dan menghapus diskriminasi. Dengan semangat Hari Disabilitas Internasional, mari bersama kita belajar menghargai keberagaman, bertumbuh bersama dalam inklusi, dan berkontribusi untuk membangun Indonesia yang ramah dan setara bagi semua. #HariDisabilitasInternasional  #KitaBerkualitasKitaHebat #ASABRIUntukIndonesia #bumnuntukindonesia ",https://www.tiktok.com/@asabri_official/video/7444045120330059064,,Approve Sesper,
,02 Desember 2024,Autentikasi di ASABRI STAR,Campaign ASABRI,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Sudahkan Sobat melakukan Autentikasi di ASABRI STAR? Untuk keamanan Gaji Pensiun, pastikan Sobat ASABRI telah melakukan Autentikasi digital di ASABRI STAR mulai tanggal 1 sampai dengan tanggal 10 setiap bulannya agar Gaji Pensiun dapat masuk ke rekening. Apabila terdapat kendala atau membutuhkan informasi lebih lanjut, silakan Sobat ASABRI dapat mengunjungi Kantor Cabang ASABRI, Mitra Bayar ASABRI atau menghubungi Call Center 1500043 dan media sosial ASABRI. #DenganASABRISTARGajiPensiunAman #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7443737707991305528,,Approve Sesper,
,02 Desember 2024,Selamat dan Semangat Hari Senin,Senin Semangat,,,Realisasi,Tiktok,Video,Halo #SobatASABRI Selamat dan Semangat Hari Senin Setiap langkah kecil yang kita ambil akan membawa kita lebih dekat ke tujuan yang besar #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia,https://www.tiktok.com/@asabri_official/video/7443663327705795895,,Approve Sesper,
,29 November 2024,"
Dirgahayu ke-53 Korps Pegawai Republik Indonesia
29 November 2024",Campaign ASABRI,,,Realisasi,Tiktok,Video,"Dewan Komisaris, Direksi dan Seluruh Karyawan PT ASABRI (Persero) mengucapkan Dirgahayu ke-53 Korps Pegawai Republik Indonesia 29 November 2024 Dengan semangat KORPRI untuk Indonesia, bersama-sama menjawab tantangan untuk terus melayani masyarakat, memperkuat profesionalisme, dan menjaga integritas dalam setiap langkah pengabdian. #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia #Korpri ",https://www.tiktok.com/@asabri_official/video/7442639062978022712,,Approve Sesper,
,29 November 2024,BERSERI: hak apa saja yang dapat diajukan apabila Peserta Aktif ASABRI mengalami Pemberhentian Tidak Dengan Hormat (PTDH),Berseri,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Sekarang memasuki waktunya BERSERI nih.. #BertanyaSeputarASABRI 😊 Tahukah kamu hak apa saja yang dapat diajukan apabila Peserta Aktif ASABRI mengalami Pemberhentian Tidak Dengan Hormat (PTDH) ? Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya… Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau Kantor Cabang ASABRI atau ASABRIlink sesuai wilayah masing-masing ya Sobat… #BertanyaSeputarASABRI #ManfaatProgramASABRI #LayananASABRI #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7442503844254387473,,Approve Sesper,
,29 November 2024,Kini ASABRI Link hadir di wilayah Sulawesi Tengah loh..,ASABRI Link,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Kini ASABRI Link hadir di wilayah Sulawesi Tengah loh.. Bagi #SobatASABRI yang berdomisili di wilayah Sulawesi Tengah, Sobat dapat mengunjungi Kantor Cabang ASABRI Palu dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya. Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Palu, Sobat bisa mengunjungi Instagram @asabri_kcpalu ya ASABRI Link, lebih dekat melayani Peserta #LayananASABRI #ASABRILink #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7442503474123705601,,Approve Sesper,
,29 November 2024,BERSERI: siapa saja penjamin Biaya Perawatan apabila Peserta Aktif ASABRI mengalami Kecelakaan Kerja,Berseri,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Sekarang memasuki waktunya BERSERI nih.. #BertanyaSeputarASABRI 😊 Tahukah kamu siapa saja penjamin Biaya Perawatan apabila Peserta Aktif ASABRI mengalami Kecelakaan Kerja? Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya… Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau Kantor Cabang ASABRI sesuai wilayah masing-masing ya Sobat… #BertanyaSeputarASABRI #ManfaatProgramASABRI #LayananASABRI #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7442522912092933377,,Approve Sesper,
,27 November 2024,Pemberitahuan Penutupan Layanan Kantor Cabang ASABRI Sehubungan dengan Libur Nasional dalam rangka Pemilihan Kepala Daerah Tahun 2024,Campaign ASABRI,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Sehubungan dengan Libur Nasional dalam rangka Pemilihan Kepala Daerah Tahun 2024, Layanan Kantor Cabang ASABRI Tutup pada Rabu, 27 November 2024. Layanan Kantor Cabang ASABRI akan melayani kembali pada Kamis 28 November 2024. #LayananASABRI #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7441778643258445112,,Approve Sesper,
,26 November 2024,ASABRI telah menghadirkan ASABRI Link di wilayah Madiun dan sekitarnya loh..,ASABRI Link,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Sebagai salah satu bentuk Layanan ASABRI Untuk Indonesia, ASABRI telah menghadirkan ASABRI Link di wilayah Madiun dan sekitarnya loh.. Bagi #SobatASABRI yang berdomisili di wilayah Madiun dan sekitarnya, Sobat dapat mengunjungi Kantor Cabang ASABRI Madiun dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya. Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Madiun, Sobat bisa mengunjungi @asabri_kcmadiun ya. ASABRI Link, lebih dekat melayani Peserta #LayananASABRI #ASABRILink #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7441396626603740472,,Approve Sesper,
,25 November 2024,Selamat dan Semangat Hari Senin,Senin Semangat,,,Realisasi,Tiktok,Video,"Halo #SobatASABRI Selamat dan Semangat Hari Senin Sambut hari dengan hangat tanpa rasa cemas, merajut mimpi penuh semangat untuk masa depan emas  #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7441033636008234295,,Approve Sesper,
,23 November 2024,Sorotan berbagai momen dalam program Direksi ASABRI Mengajar.,Campaign ASABRI,,,Realisasi,Tiktok,Video,"Halo Sobat ASABRI Inilah sorotan berbagai momen dalam program Direksi ASABRI Mengajar. Melalui program ini, ASABRI berkomitmen untuk membangun SDM yang berkualitas dan hebat.  Seperti apa keseruannya, cek video berikut ya Sobat ASABRI. ASABRI Sahabat Perjuangan Anda Sepanjang Masa @Forum Humas BUMN @Universitas Pertahanan RI @Kementerian PERTAHANAN  #DireksiASABRIMengajar #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNuntukIndonesia",https://www.tiktok.com/@asabri_official/video/7440281000480967991,,Approve Sesper,
